PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,male,Q,S
70,0,3,-0.1157496170192726,2,0,-0.6674214414006565,True,False,True
71,0,2,0.4021575577200922,0,0,-0.5290843254350703,True,False,True
72,0,3,-0.9789282415848808,5,2,2.211308067026065,False,False,True
74,0,3,-0.1157496170192726,1,0,-0.2313903804276576,True,False,False
75,1,3,0.4021575577200922,0,0,2.9337327186628386,True,False,True
76,0,3,-0.2020674794758334,0,0,-0.7436480155041427,True,False,True
77,0,3,-0.2883853419323943,0,0,-0.7251428383045012,True,False,True
78,0,3,-0.2883853419323943,0,0,-0.7135338133891851,True,False,True
79,1,2,-2.2883702150509087,0,2,0.8636975223817155,True,False,True
80,1,3,0.2295218328069706,0,0,-0.3803954524924675,False,False,True
81,0,3,-0.4610210668455159,0,0,-0.6420125833661611,True,False,True
82,1,3,0.1432039703504098,0,0,-0.6043698307224641,True,False,True
83,1,3,-0.2883853419323943,0,0,-0.7332962585271261,False,True,False
84,0,1,0.0568861078938489,0,0,2.226365168083544,True,False,True
85,1,2,-0.89261037912832,0,0,-0.5290843254350703,False,False,True
86,1,3,0.4884754201766531,3,0,-0.1263068721475133,False,False,True
87,0,3,-0.9789282415848808,1,3,1.2683571133014573,True,False,True
88,0,3,-0.2883853419323943,0,0,-0.7135338133891851,True,False,True
90,0,3,-0.2883853419323943,0,0,-0.7135338133891851,True,False,True
91,0,3,0.1432039703504098,0,0,-0.7135338133891851,True,False,True
92,0,3,-0.6336567917586375,0,0,-0.728274715324457,True,False,True
93,0,1,1.6106076321119438,1,0,3.286008655003611,True,False,True
94,0,3,-0.1157496170192726,1,2,0.2294171403354224,True,False,True
95,0,3,2.7327398440472344,0,0,-0.7737622176191002,True,False,True
96,0,3,-0.2883853419323943,0,0,-0.7135338133891851,True,False,True
98,1,1,-0.3747032043889551,0,1,3.450379498697578,True,False,False
99,1,2,0.5747932826332139,0,1,0.4119844906573525,False,False,True
100,0,2,0.5747932826332139,1,0,0.637841006519534,True,False,True
101,0,3,0.0568861078938489,0,0,-0.7251428383045012,False,False,True
102,0,3,-0.2883853419323943,0,0,-0.7251428383045012,True,False,True
104,0,3,0.4884754201766531,0,0,-0.6680463110945418,True,False,True
105,0,3,0.8337468700028964,2,0,-0.7229445015501094,True,False,True
106,0,3,0.0568861078938489,0,0,-0.7251428383045012,True,False,True
107,1,3,-0.5473389293020767,0,0,-0.7436480155041427,False,False,True
108,1,3,-0.2883853419323943,0,0,-0.7342373273432184,True,False,True
109,0,3,0.9200647324594572,0,0,-0.7251428383045012,True,False,True
110,1,3,-0.2883853419323943,1,0,0.4985628217378553,False,True,False
111,0,1,1.6969254945685046,0,0,2.595264143991773,True,False,True
112,0,3,-1.108405035269722,1,0,-0.2313903804276576,False,False,False
113,0,3,-0.4610210668455159,0,0,-0.7135338133891851,True,False,True
114,0,3,-0.6336567917586375,1,0,-0.5799020415040612,False,False,True
115,0,3,-0.89261037912832,0,0,-0.2310817098559793,False,False,False
116,0,3,-0.5473389293020767,0,0,-0.7229445015501094,True,False,True
118,0,2,0.1432039703504098,1,0,0.2614134800825649,True,False,True
120,0,3,-2.187378315976732,4,2,1.0349720469105363,False,False,True
122,0,3,-0.2883853419323943,0,0,-0.7135338133891851,True,False,True
123,0,2,0.4453164889483726,1,0,0.9443132414434566,True,False,False
124,1,2,0.4453164889483726,0,0,-0.3408705622165857,False,False,True
126,1,3,-1.324199691411124,1,0,-0.4732450661634103,True,False,False
127,0,3,-0.2883853419323943,0,0,-0.7361194649754034,True,True,False
128,1,3,-0.2883853419323943,0,0,-0.781915637841725,True,False,True
129,1,3,-0.2883853419323943,1,1,0.3636737819144319,False,False,False
130,0,3,1.524289769655383,0,0,-0.7944657315731336,True,False,True
131,0,3,0.4884754201766531,0,0,-0.7251428383045012,True,False,False
132,0,3,-0.6336567917586375,0,0,-0.788819318676579,True,False,True
133,0,3,1.6969254945685046,1,0,-0.227942304285495,False,False,True
134,1,2,0.1432039703504098,1,0,0.637841006519534,False,False,True
135,0,2,-0.2020674794758334,0,0,-0.3408705622165857,True,False,True
136,0,2,-0.3747032043889551,0,0,-0.1868514754996354,True,False,False
137,1,1,-0.7199746542151984,0,2,0.6591693901674527,False,False,True
138,0,1,0.8337468700028964,1,0,2.678078199807907,True,False,True
139,0,3,-0.9789282415848808,0,0,-0.6256982143703829,True,False,True
141,0,3,-0.2883853419323943,0,2,-0.1717943744421567,False,False,False
142,1,3,-0.4610210668455159,0,0,-0.7361194649754034,False,False,True
143,1,3,-0.2883853419323943,1,0,-0.1263068721475133,False,False,True
144,0,3,-0.7199746542151984,0,0,-0.8114049702627971,True,True,False
145,0,2,-0.8062925166717592,0,0,-0.4537988201476765,True,False,True
146,0,2,-0.7199746542151984,1,1,1.4471601883590175,True,False,True
147,1,3,-0.0294317545627118,0,0,-0.7326713888332407,True,False,True
148,0,3,-1.5831532787808065,2,2,1.2683571133014573,False,False,True
149,0,2,0.790587938774616,0,2,0.637841006519534,True,False,True
150,0,2,1.2653361822857006,0,0,-0.3408705622165857,True,False,True
151,0,2,2.042196944394748,0,0,-0.3766311772280978,True,False,True
153,0,3,2.4306273254492714,0,0,-0.7135338133891851,True,False,True
154,0,3,1.1358593886008592,0,2,-0.227942304285495,True,False,True
155,0,3,-0.2883853419323943,0,0,-0.7690568735386382,True,False,True
156,0,1,2.042196944394748,0,1,3.301381955183297,True,False,False
157,1,3,-0.9789282415848808,0,0,-0.7373767329137028,False,True,False
158,0,3,0.2295218328069706,0,0,-0.7135338133891851,True,False,True
159,0,3,-0.2883853419323943,0,0,-0.6674214414006565,True,False,True
161,0,3,1.4379719071988222,0,1,-0.1074854958256647,True,False,True
162,1,2,1.0927004573725787,0,0,-0.1338354226762527,False,False,True
163,0,3,-0.1157496170192726,0,0,-0.7342373273432184,True,False,True
164,0,3,-0.89261037912832,0,0,-0.6674214414006565,True,False,True
165,0,3,-2.273696178433293,4,1,1.6683113601407369,True,False,True
166,1,3,-1.5831532787808065,0,2,0.2256528650710526,True,False,True
167,1,1,0.8337468700028964,0,1,2.8211206598539547,False,False,True
168,0,3,1.524289769655383,1,4,0.7808834665655822,False,False,True
169,0,1,0.8337468700028964,0,0,0.6321945936229795,True,False,True
170,0,3,0.0568861078938489,0,0,2.9337327186628386,True,False,True
172,0,3,-2.0147425910636105,4,1,0.8731082105426397,True,True,False
173,1,3,-2.273696178433293,1,1,-0.4814060149365637,False,False,True
174,0,3,-0.5473389293020767,0,0,-0.7229445015501094,True,False,True
175,0,1,2.473786256677552,0,0,0.9913666822480778,True,False,False
176,0,3,-0.8062925166717592,1,1,-0.728274715324457,True,False,True
177,0,3,-0.2883853419323943,3,1,0.5976912465497668,True,False,True
178,0,1,1.955879081938187,0,0,0.8420529396115897,False,False,False
179,0,2,0.2295218328069706,0,0,-0.3408705622165857,True,False,True
180,0,3,0.7474290075463356,0,0,-1.3195821309527054,True,False,True
182,0,2,0.1432039703504098,0,0,-0.1865352763774283,True,False,False
183,0,3,-1.5831532787808065,4,2,1.043441666255368,True,False,True
184,1,2,-2.273696178433293,2,1,1.6165525752556538,True,False,True
185,1,3,-2.0147425910636105,0,2,0.3385811230021434,False,False,True
186,0,1,0.8337468700028964,0,0,2.444693133416985,True,False,True
187,1,3,-0.2883853419323943,1,0,-0.1526567989981011,False,True,False
188,1,1,1.524289769655383,0,0,0.6792480344276006,True,False,True
189,0,3,1.0927004573725787,1,1,-0.1526567989981011,True,True,False
190,0,3,0.7474290075463356,0,0,-0.7251428383045012,True,False,True
191,1,2,0.4021575577200922,0,0,-0.3408705622165857,False,False,True
192,0,2,-0.7199746542151984,0,0,-0.3408705622165857,True,False,True
193,1,3,-0.7199746542151984,1,0,-0.728274715324457,False,False,True
194,1,2,-2.101060453520172,1,1,0.637841006519534,True,False,True
195,1,1,1.4379719071988222,0,0,0.7673923040180813,False,False,False
197,0,3,-0.2883853419323943,0,0,-0.7361194649754034,True,True,False
198,0,3,1.2653361822857006,0,1,-0.6868676874163904,True,False,True
199,1,3,-0.2883853419323943,0,0,-0.7361194649754034,False,True,False
200,0,2,-0.2883853419323943,0,0,-0.3408705622165857,False,False,True
201,0,3,0.0568861078938489,0,0,-0.6043698307224641,True,False,True
203,0,3,0.5747932826332139,0,0,-0.8305425457068527,True,False,True
204,0,3,1.5674487008836633,0,0,-0.7756443552512851,True,False,False
205,1,3,-0.8062925166717592,0,0,-0.7135338133891851,True,False,True
206,0,3,-2.187378315976732,0,1,-0.5319075318833475,False,False,True
207,0,3,0.4021575577200922,1,0,-0.1263068721475133,True,False,True
208,1,3,-0.1157496170192726,0,0,0.0948442996342061,True,False,False
209,1,3,-0.9789282415848808,0,0,-0.7361194649754034,False,True,False
210,1,1,1.0927004573725787,0,0,1.014268532956503,True,False,False
211,0,3,-0.2883853419323943,0,0,-0.788819318676579,True,False,True
212,1,2,0.6611111450897748,0,0,0.2614134800825649,False,False,True
213,0,3,-0.4610210668455159,0,0,-0.7737622176191002,True,False,True
214,0,2,0.2295218328069706,0,0,-0.3408705622165857,True,False,True
215,0,3,-0.2883853419323943,1,0,-0.7361194649754034,True,True,False
217,1,3,-0.0294317545627118,0,0,-0.7229445015501094,False,False,True
218,0,2,1.2653361822857006,1,0,0.7131265118069278,True,False,True
220,0,2,0.2295218328069706,0,0,-0.5290843254350703,True,False,True
221,1,3,-0.9789282415848808,0,0,-0.7135338133891851,True,False,True
222,0,2,-0.0294317545627118,0,0,-0.3408705622165857,True,False,True
223,0,3,2.042196944394748,0,0,-0.7135338133891851,True,False,True
224,0,3,-0.2883853419323943,0,0,-0.7251428383045012,True,False,True
226,0,3,-0.4610210668455159,0,0,-0.6156626565155732,True,False,True
227,1,2,-0.7199746542151984,0,0,-0.5290843254350703,True,False,True
228,0,3,-0.5904978605303571,0,0,-0.7737622176191002,True,False,True
229,0,2,-0.8062925166717592,0,0,-0.3408705622165857,True,False,True
230,0,3,-0.2883853419323943,3,1,0.5976912465497668,False,False,True
232,0,3,0.1432039703504098,0,0,-0.7342373273432184,True,False,True
233,0,2,2.7327398440472344,0,0,-0.3032278095728888,True,False,True
234,1,3,-1.92842472860705,4,2,1.043441666255368,False,False,True
235,0,2,-0.2883853419323943,0,0,-0.5290843254350703,True,False,True
236,0,3,-0.2883853419323943,0,0,-0.7511765660328821,False,False,True
237,0,2,1.4379719071988222,1,0,0.637841006519534,True,False,True
238,1,2,-1.6694711412373673,0,2,0.6566623828413825,False,False,True
239,0,2,-0.7199746542151984,0,0,-0.5290843254350703,True,False,True
240,0,2,0.4884754201766531,0,0,-0.3954525535499462,True,False,True
241,0,3,-0.2883853419323943,1,0,-0.2313903804276576,False,False,False
242,1,3,-0.2883853419323943,1,0,-0.1526567989981011,False,True,False
243,0,2,0.1432039703504098,0,0,-0.5290843254350703,True,False,True
244,0,3,-0.4610210668455159,0,0,-0.7831729057800244,True,False,True
245,0,3,0.2295218328069706,0,0,-0.7756443552512851,True,False,False
247,0,3,-0.2020674794758334,0,0,-0.7342373273432184,False,False,True
248,1,2,-0.2883853419323943,0,2,-0.227942304285495,False,False,True
249,1,1,0.8337468700028964,1,1,2.6369873710220477,True,False,True
250,0,2,2.30115053176443,1,0,0.637841006519534,True,False,True
251,0,3,-0.2883853419323943,0,0,-0.7737622176191002,True,False,True
252,0,3,0.1432039703504098,1,1,-0.5319075318833475,False,False,True
254,0,3,0.2295218328069706,1,0,-0.1074854958256647,True,False,True
255,0,3,1.1790183198291395,0,2,0.2021261446687421,False,False,True
256,1,3,0.1432039703504098,0,2,-0.1717943744421567,False,False,False
260,1,2,1.955879081938187,0,1,0.637841006519534,False,False,True
261,0,3,-0.2883853419323943,0,0,-0.7361194649754034,True,True,False
262,1,3,-2.101060453520172,4,2,1.043441666255368,True,False,True
264,0,1,1.0927004573725787,0,0,-1.3195821309527054,True,False,True
265,0,3,-0.2883853419323943,0,0,-0.7361194649754034,False,True,False
266,0,2,0.7474290075463356,0,0,-0.5290843254350703,True,False,True
267,0,3,-0.9789282415848808,4,1,1.6683113601407369,True,False,True
268,1,3,-0.2020674794758334,1,0,-0.7342373273432184,True,False,True
271,0,1,0.8337468700028964,0,0,1.014268532956503,True,False,True
272,1,3,-0.2020674794758334,0,0,-1.3195821309527054,True,False,True
273,1,2,1.1790183198291395,0,1,0.1484852221514741,False,False,True
274,0,1,0.8337468700028964,0,1,0.9163973760828912,True,False,False
275,1,3,-0.2883853419323943,0,0,-0.7361194649754034,False,True,False
277,0,3,1.524289769655383,0,0,-0.7361194649754034,False,False,True
278,0,2,0.1432039703504098,0,0,-1.3195821309527054,True,False,True
279,0,3,-1.7557890036939283,4,1,0.8731082105426397,True,True,False
280,1,3,0.6611111450897748,1,1,0.2049493511170194,False,False,True
282,0,3,0.0568861078938489,0,0,-0.728274715324457,True,False,True
283,0,3,-0.9789282415848808,0,0,-0.6043698307224641,True,False,True
284,1,3,-0.7199746542151984,0,0,-0.7135338133891851,True,False,True
285,0,1,0.8337468700028964,0,0,0.637841006519534,True,False,True
286,0,3,0.4884754201766531,0,0,-0.6674214414006565,True,False,False
287,1,3,0.2295218328069706,0,0,-0.6043698307224641,True,False,True
288,0,3,-0.4610210668455159,0,0,-0.7251428383045012,True,False,True
289,1,2,1.2653361822857006,0,0,-0.3408705622165857,True,False,True
290,1,3,-0.4610210668455159,0,0,-0.7361194649754034,False,True,False
293,0,2,0.7474290075463356,0,0,-0.3502812503775099,True,False,False
294,0,3,-0.2883853419323943,0,0,-0.6533054091592702,False,False,True
295,0,3,-0.2883853419323943,0,0,-0.7251428383045012,True,False,True
296,0,1,0.8337468700028964,0,0,0.7673923040180813,True,False,False
297,0,3,-0.3315442731606747,0,0,-0.7753281561290781,True,False,False
299,1,1,0.8337468700028964,0,0,0.9766257803128062,True,False,True
301,1,3,-0.2883853419323943,0,0,-0.7361194649754034,False,True,False
302,1,3,-0.2883853419323943,2,0,0.430805866979201,True,True,False
303,0,3,-0.7199746542151984,0,0,-1.3195821309527054,True,False,True
304,1,2,0.1432039703504098,0,0,-0.3898061406533917,False,True,False
305,0,3,-0.2883853419323943,0,0,-0.7135338133891851,True,False,True
309,0,2,0.2295218328069706,1,0,0.4872699959447463,True,False,False
310,1,1,0.2295218328069706,0,0,2.966361456654396,False,False,False
313,0,2,-0.1157496170192726,1,1,0.637841006519534,False,False,True
314,0,3,0.0568861078938489,0,0,-0.7251428383045012,True,False,True
315,0,2,1.3516540447422614,1,1,0.6566623828413825,True,False,True
316,1,3,-0.1157496170192726,0,0,-0.728274715324457,False,False,True
317,1,2,-0.2883853419323943,1,0,0.637841006519534,False,False,True
318,0,2,2.30115053176443,0,0,-0.2655850569291919,True,False,True
321,0,3,-0.4610210668455159,0,0,-0.7737622176191002,True,False,True
322,0,3,-0.0294317545627118,0,0,-0.7251428383045012,True,False,True
323,1,2,0.2295218328069706,0,0,-0.3898061406533917,False,True,False
324,1,2,-0.4610210668455159,1,1,0.8636975223817155,False,False,True
328,1,2,0.7474290075463356,0,0,-0.3408705622165857,False,False,True
329,1,3,0.3158396952635314,1,1,0.2256528650710526,False,False,True
330,1,1,-0.9789282415848808,0,1,3.045411237206159,False,False,False
331,1,3,-0.2883853419323943,2,0,0.430805866979201,False,True,False
332,0,1,1.5674487008836633,0,0,0.8260547697380185,True,False,True
334,0,3,-0.9789282415848808,2,0,0.0355569642203833,True,False,True
336,0,3,-0.2883853419323943,0,0,-0.7251428383045012,True,False,True
339,1,3,1.524289769655383,0,0,-0.7135338133891851,True,False,True
340,0,1,1.524289769655383,0,0,1.3530533067497754,True,False,True
341,1,2,-2.187378315976732,1,1,0.637841006519534,True,False,True
343,0,2,0.0568861078938489,0,0,-0.3408705622165857,True,False,True
344,0,2,-0.2020674794758334,0,0,-0.3408705622165857,True,False,True
345,0,2,0.7474290075463356,0,0,-0.3408705622165857,True,False,True
346,1,2,-0.2883853419323943,0,0,-0.3408705622165857,False,False,True
347,1,2,1.0927004573725787,0,0,-0.3408705622165857,False,False,True
348,1,3,-0.2883853419323943,1,0,-0.1074854958256647,False,False,True
349,1,3,-2.101060453520172,1,1,-0.1225425968831436,True,False,True
350,0,3,1.2653361822857006,0,0,-0.6674214414006565,True,False,True
351,0,3,-0.3747032043889551,0,0,-0.6250733446764974,True,False,True
352,0,1,0.8337468700028964,0,0,1.3154105541060783,True,False,True
353,0,3,-1.0652461040414416,1,1,-0.7753281561290781,True,False,False
354,0,3,-0.2020674794758334,1,0,0.0204998631629046,True,False,True
355,0,3,-0.2883853419323943,0,0,-0.7756443552512851,True,False,False
356,0,3,0.0568861078938489,0,0,-0.6043698307224641,True,False,True
357,1,1,-0.4610210668455159,0,1,2.8211206598539547,False,False,True
358,0,2,0.9200647324594572,0,0,-0.3408705622165857,False,False,True
359,1,3,-0.2883853419323943,0,0,-0.726392577692272,False,True,False
360,1,3,-0.2883853419323943,0,0,-0.726392577692272,False,True,False
361,0,3,1.0927004573725787,1,4,0.7808834665655822,True,False,True
362,0,2,0.1432039703504098,1,0,0.7673923040180813,True,False,False
363,0,3,1.524289769655383,0,1,-0.2313903804276576,False,False,False
364,0,3,0.6611111450897748,0,0,-0.788819318676579,True,False,True
365,0,3,-0.2883853419323943,1,0,-0.1526567989981011,True,True,False
366,0,3,0.2295218328069706,0,0,-0.7737622176191002,True,False,True
368,1,3,-0.2883853419323943,0,0,-0.7753281561290781,False,False,False
369,1,3,-0.2883853419323943,0,0,-0.7361194649754034,False,True,False
371,1,1,-0.2020674794758334,1,0,2.8543742675393964,True,False,False
372,0,3,-0.8062925166717592,1,0,-0.8305425457068527,True,False,True
373,0,3,-0.7199746542151984,0,0,-0.7135338133891851,True,False,True
375,0,3,-2.101060453520172,3,1,0.2670598929791193,False,False,True
377,1,3,-0.4610210668455159,0,0,-0.7737622176191002,False,False,True
379,0,3,-0.6336567917586375,0,0,-1.0174990409870377,True,False,False
380,0,3,-0.7199746542151984,0,0,-0.7342373273432184,True,False,True
382,1,3,-2.273696178433293,0,2,-0.1344602923701381,False,False,False
383,0,3,0.4021575577200922,0,0,-0.7229445015501094,True,False,True
384,1,1,0.6611111450897748,1,0,2.595264143991773,False,False,True
385,0,3,-0.2883853419323943,0,0,-0.7251428383045012,True,False,True
387,0,3,-2.273696178433293,5,2,2.211308067026065,True,False,True
388,1,2,0.7474290075463356,0,0,-0.3408705622165857,False,False,True
389,0,3,-0.2883853419323943,0,0,-0.7376854034853813,True,True,False
390,1,2,-0.89261037912832,0,0,-0.4161560675039795,False,False,False
392,1,3,-0.5473389293020767,0,0,-0.7326713888332407,True,False,True
393,0,3,0.0568861078938489,2,0,-0.7229445015501094,True,False,True
395,1,3,-0.2883853419323943,0,2,-0.0623141926532286,False,False,True
396,0,3,-0.4610210668455159,0,0,-0.7326713888332407,True,False,True
397,0,3,0.3158396952635314,0,0,-0.728274715324457,False,False,True
398,0,2,1.6106076321119438,0,0,0.637841006519534,True,False,True
399,0,2,-0.3747032043889551,0,0,-0.5290843254350703,True,False,True
400,1,2,0.0568861078938489,0,0,-0.3672204890671735,False,False,True
401,1,3,1.006382594916018,0,0,-0.7229445015501094,True,False,True
402,0,3,-0.1157496170192726,0,0,-0.7135338133891851,True,False,True
403,0,3,-0.5473389293020767,1,0,-0.5799020415040612,False,False,True
404,0,3,0.0568861078938489,1,0,-0.1263068721475133,True,False,True
405,0,3,-0.6336567917586375,0,0,-0.6674214414006565,False,False,True
406,0,2,0.5747932826332139,1,0,0.2614134800825649,True,False,True
407,0,3,2.042196944394748,0,0,-0.7361194649754034,True,False,True
408,1,2,-2.101060453520172,1,1,0.0920210931859287,True,False,True
409,0,3,-0.5473389293020767,0,0,-0.7342373273432184,True,False,True
410,0,3,-0.2883853419323943,3,1,0.5976912465497668,False,False,True
411,0,3,-0.2883853419323943,0,0,-0.7251428383045012,True,False,True
412,0,3,-0.2883853419323943,0,0,-0.8032515500401723,True,True,False
414,0,2,0.1432039703504098,0,0,-1.3195821309527054,True,False,True
415,1,3,1.4379719071988222,0,0,-0.7229445015501094,True,False,True
416,0,3,-0.2883853419323943,0,0,-0.7135338133891851,False,False,True
417,1,2,0.5747932826332139,1,1,1.127196790887594,False,False,True
418,1,2,-0.8062925166717592,0,2,-0.3408705622165857,False,False,True
419,0,2,0.2295218328069706,0,0,-0.3408705622165857,True,False,True
420,0,3,-1.4968354163242457,0,2,0.4985628217378553,False,False,True
421,0,3,-0.2883853419323943,0,0,-0.7251428383045012,True,False,False
422,0,3,-0.5473389293020767,0,0,-0.7373767329137028,True,True,False
423,0,3,0.1432039703504098,0,0,-0.7267087768144791,True,False,True
424,0,3,0.0568861078938489,1,1,-0.2354708548142343,False,False,True
425,0,3,-0.8062925166717592,1,1,0.2021261446687421,True,False,True
426,0,3,-0.2883853419323943,0,0,-0.7737622176191002,True,False,True
427,1,2,0.0568861078938489,1,0,0.637841006519534,False,False,True
428,1,2,-0.7199746542151984,0,0,0.637841006519534,False,False,True
429,0,3,-0.2883853419323943,0,0,-0.7361194649754034,True,True,False
430,1,3,0.4021575577200922,0,0,-0.7135338133891851,True,False,True
431,1,1,0.0568861078938489,0,0,0.6792480344276006,True,False,True
432,1,3,-0.2883853419323943,1,0,-0.1074854958256647,False,False,True
433,1,2,1.2653361822857006,1,0,0.637841006519534,False,False,True
434,0,3,-0.89261037912832,0,0,-0.7831729057800244,True,False,True
435,0,1,1.955879081938187,1,0,2.8888776146126096,True,False,True
437,0,3,-0.5473389293020767,2,2,1.2683571133014573,False,False,True
438,1,2,-0.2883853419323943,2,3,0.0920210931859287,False,False,True
440,0,2,0.3158396952635314,0,0,-0.5290843254350703,True,False,True
441,1,2,1.524289769655383,1,1,0.6566623828413825,False,False,True
442,0,3,-0.6336567917586375,0,0,-0.6043698307224641,True,False,True
443,0,3,-0.2020674794758334,1,0,-0.7342373273432184,True,False,True
444,1,2,0.0568861078938489,0,0,-0.3408705622165857,False,False,True
445,1,3,-0.2883853419323943,0,0,-0.708828469308723,True,False,True
447,1,2,-1.2378818289545632,0,1,0.1484852221514741,False,False,True
448,1,1,0.5747932826332139,0,0,0.6792480344276006,True,False,True
449,1,3,-1.92842472860705,2,1,0.1302887155235109,False,False,False
450,1,1,2.1285148068513084,0,0,0.9766257803128062,True,False,True
451,0,2,0.7474290075463356,1,2,0.7695906407724732,True,False,True
452,0,3,-0.2883853419323943,1,0,0.1836209674691007,True,False,True
453,0,1,0.2295218328069706,0,0,0.7695906407724732,True,False,False
455,0,3,-0.2883853419323943,0,0,-0.7135338133891851,True,False,True
456,1,3,0.1432039703504098,0,0,-0.7251428383045012,True,False,False
458,1,1,0.8337468700028964,1,0,2.5849123870147563,False,False,True
459,1,2,1.955879081938187,0,0,-0.5290843254350703,False,False,True
460,0,3,-0.2883853419323943,0,0,-0.7361194649754034,True,True,False
461,1,1,1.7832433570250654,0,0,0.6792480344276006,True,False,True
462,0,3,0.5747932826332139,0,0,-0.7135338133891851,True,False,True
463,0,1,1.6969254945685046,0,0,1.578909822611957,True,False,True
464,0,2,1.7832433570250654,0,0,-0.3408705622165857,True,False,True
465,0,3,-0.2883853419323943,0,0,-0.7135338133891851,True,False,True
466,0,3,0.9200647324594572,0,0,-0.788819318676579,True,False,True
467,0,2,0.1432039703504098,0,0,-1.3195821309527054,True,False,True
468,0,1,2.473786256677552,0,0,0.6792480344276006,True,False,True
469,0,3,-0.2883853419323943,0,0,-0.7380016026075882,True,True,False
470,1,3,-2.2952756440474333,2,1,0.1302887155235109,False,False,False
